Gene,Entrez ID,noagg_ripple,ripple_lag,lag_tag,tag_tip,tip_slug,slug_Mhat,Mhat_cul,cul_FB,merged_milestones,Regulon cluster,tgr_disagg_gene,dediff,Parikh_cell-type,Maeda_cell-type,Maeda_detailed cell-type,cAMP-pulse induced,chemotaxis,hssA/2C/7E family,57-aa protein family,sig and  sigN genes,gtaG dependent short protein,All_transcriptional regulation and chromatin organization 
string,string,noagg_ripple_down noagg_ripple_up,ripple_lag_down ripple_lag_up,lag_tag_down lag_tag_up,tag_tip_down tag_tip_up,discrete,discrete,Mhat_cul_down Mhat_cul_up,cul_FB_down cul_FB_up,Mhat_cul_down Mhat_cul_up cul_FB_down cul_FB_up lag_tag_down lag_tag_up lag_tag_upMhat_cul_down noagg_ripple_down noagg_ripple_downMhat_cul_up noagg_ripple_downcul_FB_up noagg_ripple_downlag_tag_up noagg_ripple_downslug_Mhat_up noagg_ripple_up noagg_ripple_uplag_tag_down ripple_lag_down ripple_lag_up ripple_lag_uptag_tip_down slug_Mhat_up slug_Mhat_upcul_FB_down tag_tip_down tag_tip_up tip_slug_up tip_slug_upMhat_cul_down,C1 C2 C3 C4 C5 C6 C7 C8 C9 C10 C11 C12 C13 C14 C15 C16 C17 C18 C19 C20 C21,6to8h 8to12h,discrete,Psp Pst,prespore prestalk,Late\ prestalk\ SSE634\ pattern Late\ prestalk\ SSG721\ pattern PstA PstAB\ SLA128\ pattern PstAB\ SLC388\ pattern PstAB\ SSB312\ pattern PstAB\ SSK348\ pattern PstAO\ SLE474\ pattern PstAO\ SSA854\ pattern PstAO\ SSH475\ pattern PstO\ SLG775\ pattern PstO\ SLH659\ pattern PstO\ SSM184\ pattern SLC388\ pattern prespore,discrete,discrete,highly\ similar\ to\ other\ hssA/2C/7E hssA/2C/7E\ family related\ to\ hssA weakly\ similar\ to hssA/2C/7E,small_57aa small_57aa\ like,SrfA-induced almost\ identical\ to\ sigN176 sigN\ genes,gtaG\ dependent gtaG\ dependent\ weakly,"TF\ (general,pol\ II) TF\ (general,pol\ II)\ chromatin\ modification TF\ (mediator) TF\ (pol\ I/pol\ III) TF\ (regulation) TF\ (regulation)\ \ histon\ modification TF\ (regulation)\ chromatin\ org chromatin chromatin\ centromere chromatin\ remodeling\ factor histone\ modification histone/histone\ variant"
meta,meta,,,,,,,,,,,,,,,,,,,,,,
DDB_G0287215,8626015,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,,Pst,,,,,,,,,
DDB_G0267930,8616233,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,,Pst,,,,,,,,,
DDB_G0276973,8620846,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,,Pst,,,,,,,,,
DDB_G0276513,8620561,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,,Pst,,,,,,,,,
DDB_G0289349,8627091,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,,Pst,,,,,,,,,
DDB_G0269592,8617047,,,lag_tag_up,,,,,,lag_tag_up,,,,Pst,,,,,,,,,
DDB_G0290107,8627483,,,lag_tag_up,,,,,,lag_tag_up,,,,Pst,,,,,,,,,
DDB_G0292772,8628845,,,lag_tag_up,,,,,,lag_tag_up,,,,Pst,,,,,,,,,
DDB_G0284675,8624720,,,lag_tag_up,,,,,,lag_tag_up,,,,Pst,,,,,,,,,
DDB_G0289167,8626995,,,lag_tag_up,,,,,,lag_tag_up,,,,Pst,,,,,,,,,
DDB_G0281927,8623320,,,lag_tag_up,,,,,,lag_tag_up,,,,Pst,,,,,,,,,
DDB_G0269092,8616690,,,lag_tag_up,,,,,,lag_tag_up,,,,Pst,,,,,,,,,
DDB_G0277695,8621155,,,lag_tag_up,,,,,,lag_tag_up,,,,Pst,,,,,,,,,
DDB_G0286027,8625410,,,lag_tag_up,,,,,,lag_tag_up,,,,Pst,,,,,,,,,
DDB_G0272783,8618644,noagg_ripple_down,,,,,,,,noagg_ripple_down,,,dediff,Pst,,,,,,,,,
DDB_G0275687,8620083,,,,,,,,,,C20,,dediff,Pst,,,,,,,,,
DDB_G0280189,8622428,,,,,,,,,,C19,,dediff,Pst,,,,,,,,,
DDB_G0275155,8619884,,,,,,,,,,,,dediff,Pst,,,,,,,,,
DDB_G0268100,8616358,,,,,,,,,,,,dediff,Pst,,,,,,,,,
DDB_G0281435,8623060,,,,,,,,,,,,dediff,Pst,,,,,,,,,
DDB_G0268064,8616336,,,,,,,,,,,,dediff,Pst,,,,,,,,,
DDB_G0268008,8616293,,,,,,,,,,,,dediff,Pst,,,,,,,,,
DDB_G0268148,8616397,,,,,,,,,,,,dediff,Pst,,,,,,,,,
DDB_G0268862,8616717,,,,,,,,,,,,dediff,Pst,,,,,,,,,
DDB_G0276861,8620823,,,,,,,,,,,,dediff,Pst,,,,,,,,,
DDB_G0272754,8618618,,,,,,,,,,,,dediff,Pst,,,,,,,,,
DDB_G0272150,8618425,,,,,,,,,,,,dediff,Pst,,,,,,,,,
DDB_G0286187,8625538,,,,,,,,,,,,dediff,Pst,,,,,,,,,
DDB_G0269470,8616939,,,,,,,,,,,,dediff,Pst,,,,,,,,,
DDB_G0277349,8620944,,,,,,,,,,,,dediff,Pst,,,,,,,,,
DDB_G0288359,8626563,,,,,,,,cul_FB_up,cul_FB_up,,,,Pst,,,,,,,,,
DDB_G0278645,8621461,,,,,,,,,,C9,,,Pst,,,,,,,,,
DDB_G0275233,8619753,,,,,,,,,,C9,,,Pst,,,,,,,,,
DDB_G0273423,8618970,,,,,,,,,,C9,,,Pst,,,,,,,,,
DDB_G0269078,8616608,,,,,,,,,,C9,,,Pst,,,,,,,,,
DDB_G0281169,8622913,,ripple_lag_up,,,,,,,ripple_lag_up,C8,,,Pst,,,,,,,,,
DDB_G0279615,8622129,,,,,,,,,,C8,,,Pst,,,,,,,,,
DDB_G0287199,8625984,noagg_ripple_up,,,,,,,,noagg_ripple_up,C6,,,Pst,,,,,,,,,
DDB_G0272833,8618622,noagg_ripple_up,,,,,,,,noagg_ripple_up,C6,,,Pst,,,,,,,,,
DDB_G0272562,8618621,noagg_ripple_up,,,,,,,,noagg_ripple_up,C6,,,Pst,,,,,,,,,
DDB_G0271996,8618255,noagg_ripple_up,,,,,,,,noagg_ripple_up,C6,,,Pst,,,,,,,,,
DDB_G0283613,8624175,,,,,,,,,,C6,,,Pst,,,,,,,,,
DDB_G0271908,8618206,,,,,,,,,,C6,,,Pst,,,,,,,,,
DDB_G0291982,8628444,,,,,,,,,,C6,,,Pst,,,,,,,,,
DDB_G0283335,8624021,,,,,,,,,,C6,,,Pst,,,,,,,,,
DDB_G0292378,8628685,noagg_ripple_down,,,,,,,,noagg_ripple_down,C4,,,Pst,,,,,,,,,
DDB_G0292804,8628888,,,,,,,,,,C4,,,Pst,,,,,,,,,
DDB_G0267846,8616163,,,,,,,,,,C4,,,Pst,,,,,,,,,
DDB_G0292664,8628818,,,,,,,,,,C4,,,Pst,,,,,,,,,
DDB_G0292380,8628686,noagg_ripple_down,,,,,,,,noagg_ripple_down,C2,,,Pst,,,,,,,,,
DDB_G0272464,8618461,,,,,,slug_Mhat_up,,,slug_Mhat_up,C20,,,Pst,,,,,,,,,
DDB_G0290317,8627603,,,,,,,,,,C20,,,Pst,,,,,,,,,
DDB_G0285079,8624910,,,,,,,,,,C2,,,Pst,,,,,,,,,
DDB_G0275701,8620054,,,,,,,,,,C2,,,Pst,,,,,,,,,
DDB_G0280271,8622477,,,,,,,,,,C2,,,Pst,,,,,,,,,
DDB_G0283275,8624003,,,,,,,,,,C2,,,Pst,,,,,,,,,
DDB_G0272146,8618376,,,,,,,,,,C19,,,Pst,,,,,,,,,
DDB_G0276245,8620371,,,,,,,,,,C19,,,Pst,,,,,,,,,
DDB_G0271178,8617952,,,,,,,,,,C19,,,Pst,,,,,,,,,
DDB_G0293388,8629188,,,,,,,,,,C18,,,Pst,,,,,,,,,
DDB_G0290309,8627599,,,,,,,,,,C17,,,Pst,,,,,,,,,
DDB_G0280357,8622531,,,,,,,,,,C17,,,Pst,,,,,,,,,
DDB_G0291103,8627989,,,,,,slug_Mhat_up,,,slug_Mhat_up,C16,,,Pst,,,,,,,,,
DDB_G0293186,8629067,,,,,,slug_Mhat_up,,,slug_Mhat_up,C16,,,Pst,,,,,,,,,
DDB_G0292220,8628564,,,,,,slug_Mhat_up,,,slug_Mhat_up,C16,,,Pst,,,,,,,,,
DDB_G0293574,8629300,,,,,,,,,,C16,,,Pst,,,,,,,,,
DDB_G0279795,8622232,,,,,,,,,,C16,,,Pst,,,,,,,,,
DDB_G0277871,8621554,,,,tag_tip_up,,,,,tag_tip_up,C15,,,Pst,,,,,,,,,
DDB_G0288363,8626565,,,,,,,,,,C15,,,Pst,,,,,,,,,
DDB_G0284287,8624532,,,,,,,,,,C14,,,Pst,,,,,,,,,
DDB_G0277795,8621187,,,,,,,,,,C13,,,Pst,,,,,,,,,
DDB_G0282935,8626008,,,,,,,,,,C13,,,Pst,,,,,,,,,
DDB_G0295719,8624735,,,,,,,,,,C13,,,Pst,,,,,,,,,
DDB_G0282179,8623448,,,lag_tag_up,,,,,,lag_tag_up,C12,,,Pst,,,,,,,,,
DDB_G0286865,8625834,,,,,,,,,,C12,,,Pst,,,,,,,,,
DDB_G0282865,8623808,,,,,,,,,,C12,,,Pst,,,,,,,,,
DDB_G0285941,8625370,,,,,,,,,,C11,,,Pst,,,,,,,,,
DDB_G0273305,8618890,,,,,,,,,,C11,,,Pst,,,,,,,,,
DDB_G0293888,8629471,,,,tag_tip_up,,,,,tag_tip_up,,,,Pst,prestalk,PstA,,,,,,,
DDB_G0291291,8628067,,,,,,slug_Mhat_up,,cul_FB_down,slug_Mhat_upcul_FB_down,C14,,,Pst,prestalk,PstA,,,,,,,
DDB_G0292912,8628957,,,,,,,,,,C15,,,Pst,prestalk,PstAO SSH475 pattern,,,,,,,
DDB_G0292224,8628562,,,,,,,,,,,,,Pst,prestalk,PstAO SSH475 pattern,,,,,,,
DDB_G0293874,8629463,,,,,,,,,,,,,Pst,prestalk,PstAO SSH475 pattern,,,,,,,
DDB_G0289609,8627230,,,,,,,,,,,,,Psp,prestalk,PstAO SSH475 pattern,,,,,,,
DDB_G0279713,8622191,,ripple_lag_up,,,,,,,ripple_lag_up,C11,,,,prestalk,PstAO SSH475 pattern,,,,,,,
DDB_G0275411,8619951,,,,,,,,,,C11,,,,prestalk,PstAO SSH475 pattern,,,,,,,
DDB_G0293898,8629500,,,,,,,,,,,,,,prestalk,PstAO SSH475 pattern,,,,,,,
DDB_G0286765,8625806,,,,,,,,,,,,,,prestalk,PstAO SSH475 pattern,,,,,,,
DDB_G0292968,8628905,noagg_ripple_up,,,,,,,,noagg_ripple_up,C11,,,,prestalk,PstAO SSA854 pattern,,,,,,,
DDB_G0272520,8618493,,,,,,,,,,,,,,prestalk,PstAO SSA854 pattern,,,,,,,
DDB_G0272512,8618521,,,lag_tag_up,,,,,,lag_tag_up,,,,Pst,prestalk,PstAO SLE474 pattern,,,,,,,
DDB_G0269132,8617758,,,,,,slug_Mhat_up,,,slug_Mhat_up,C17,,,Pst,prestalk,PstAO SLE474 pattern,,,,,,,
DDB_G0291974,8628474,,,,,,,,,,,,,Pst,prestalk,PstAO SLE474 pattern,,,,,,,
DDB_G0269940,8617376,,,,,,,,,,C20,,,,prestalk,PstAO SLE474 pattern,,,,,,,
DDB_G0284363,8624557,,,,,,,,,,,,,,prestalk,PstAO SLE474 pattern,,,,,,,
DDB_G0273213,8618879,,,,,,,Mhat_cul_up,,Mhat_cul_up,C20,,,Pst,prestalk,PstAB SSK348 pattern,,,,,,,
DDB_G0279159,8621900,,,,,,,,,,,,,,prestalk,PstAB SSK348 pattern,,,,,,,
DDB_G0277853,8621449,,,,,,,,,,C13,,,Pst,prestalk,PstAB SSB312 pattern,,,,,,,
DDB_G0274299,8619429,,,,,,slug_Mhat_up,,,slug_Mhat_up,C19,,,,prestalk,PstAB SSB312 pattern,,,,,,,
DDB_G0269702,8617158,,,lag_tag_up,,,,,,lag_tag_up,C12,,,,prestalk,PstAB SSB312 pattern,,,,,,,
DDB_G0281821,8623273,,,,,,,,,,,,,,prestalk,PstAB SLC388 pattern,,,,,,,
DDB_G0288331,8626569,,,,,,,,,,C16,,,,prestalk,PstAB SLA128 pattern,,,,,,,
DDB_G0268592,8616454,,,,,,,,,,,,,,prestalk,PstAB SLA128 pattern,,,,,,,
DDB_G0282175,8623446,,,,tag_tip_down,,,,,tag_tip_down,,8to12h,,Pst,,,,,,,,,
DDB_G0293730,8629344,noagg_ripple_down,,,,,,,,noagg_ripple_down,,8to12h,,Pst,,,,,,,,,
DDB_G0282489,8623609,,,,,,,,,,,8to12h,,Pst,,,,,,,,,
DDB_G0278919,8621783,,,,,,,,,,,8to12h,,Pst,,,,,,,,,
DDB_G0280545,8622703,noagg_ripple_down,,,,,,,,noagg_ripple_down,,6to8h,,Pst,,,,,,,,,
DDB_G0271904,8618224,,,,,,,,,,,6to8h,,Pst,,,,,,,,,
DDB_G0289347,8627090,,,,,,,,,,,6to8h,,Pst,,,,,,,,,
DDB_G0283887,8624290,,,,,,,,,,,6to8h,,Pst,,,,,,,,,
DDB_G0270134,8617537,,,,,,,,,,,6to8h,,Pst,,,,,,,,,
DDB_G0273047,8618759,,,,,,,,,,,6to8h,,Pst,,,,,,,,,
DDB_G0280353,8622529,,,,,,,,,,,6to8h,,Pst,,,,,,,,,
DDB_G0287677,8626243,,,,,,,,,,,6to8h,,Pst,,,,,,,,,
DDB_G0282225,8623471,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0279279,8621966,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0274845,8619465,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0279133,8621888,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0280465,8622572,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0286755,8625801,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0286757,8625802,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0289999,8627431,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0272875,8618706,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0287193,8625980,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0269572,8617030,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0285631,8625225,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0277993,8621271,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0281383,8623081,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0281659,8623173,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0267814,8616140,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0295677,8617380,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0271906,8618225,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0267666,8616009,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0271120,8617804,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0274699,8619475,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0287151,8625982,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0283811,8624281,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0283813,8624282,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0281675,8623181,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0281673,8623180,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0289085,8626954,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0281707,8623202,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0285419,8625172,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0286691,8625766,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0290257,8627582,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0292566,8628802,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0292342,8628608,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0268272,8615918,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0267604,8615961,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0271146,8617823,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0277799,8621193,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0272208,8618449,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0267852,8616166,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0270152,8617552,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0277653,8621115,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0287471,8626142,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0292360,8628620,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0281863,8623279,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0280803,8622742,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0279681,8622172,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0276463,8620536,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0271162,8617961,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0274109,8619466,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0274103,8619433,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0290901,8627885,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0278457,8621581,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0284867,8624816,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0272628,8618689,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0282283,8623450,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0271960,8618230,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0271968,8618234,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0281843,8623266,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0284659,8624711,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0288143,8626475,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0289765,8627320,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0278171,8621386,,,,,,,,,,,,,Pst,,,,,,,,,
DDB_G0276403,8620499,,,,,,,,,,,,,Pst,,,,,,,,,
