ddb_g,AX4L846F_avr_00h,AX4L846F_avr_04h,AX4L846F_avr_08h,AX4L846F_avr_12h,AX4L846F_avr_16h,AX4L846F_avr_20h,B1.L846F_avr_00h,B1.L846F_avr_04h,B1.L846F_avr_08h,B1.L846F_avr_12h,B1.L846F_avr_16h,B1.L846F_avr_20h,
DDB_G0267178,0.077180737,0.219643423,0.169369458,0.13809099,0.176293947,0.15774938,0.034056186,0.296572264,0.407783213,0.33094495,0.250790228,0.415965585,
DDB_G0267180,0.243642112,0.201136594,0.257710817,0.219907077,0.206879356,0.215867156,0.453925058,1.165995799,1.051630146,0.993989493,0.779555073,0.81470626,
DDB_G0267182,0.247164997,0.400464628,0.43727791,0.38925122,0.533196324,0.285846224,0.129301214,1.254073863,1.734185676,1.776909108,0.973134627,1.370866137,
DDB_G0267184,0.049504371,0.155096086,0.176003535,0.155170851,0.187045585,0.106131466,0.063628839,0.307500178,0.141061901,0.428269694,0.364355068,0.421618886,
DDB_G0267186,0.069602992,0.112634362,0.156910451,0.0454568,0,0,0,0.169012679,0.114001079,0.652220017,0.235778958,0.307626178,
DDB_G0267188,0.049796582,0.208242318,0.222823783,0.175853984,0.236164583,0.217474871,0.048055634,0.513752395,0.520300837,0.495959864,0.482520009,0.426264293,
DDB_G0267190,0,0,0,0,0,0,0,0.07084556,0,0,0,0,
DDB_G0267194,0,0.357535803,0.102282368,0.178128826,0.114884596,0.080320647,0.212834781,0.27542807,0.528286173,0.413951482,0.057706348,0.340617406,
DDB_G0267196,0,0.167351872,0.105572452,0.026883054,0.18204325,0.074442128,0.320496192,0.102730148,0.402706818,0.681627689,0.452311011,0.26488711,
DDB_G0267198,0,0,0,0,0,0,0,0,0.232612589,0,0.183081664,0,
DDB_G0267202,0.040190704,0,0.090231521,0,0.048164368,0.056920143,0,0.094820246,0.065827395,0.03542307,0,0,
DDB_G0267204,0,0.046710981,0,0.088692622,0.04497702,0.064024973,0.029571306,0,0.030735585,0.114126651,0,0,
DDB_G0267206,0.060057619,0.27511901,0.24745161,0.26644635,0.344574068,0.261873336,0.168757597,1.025335741,1.036273954,1.074086425,1.080438317,0.90107804,
DDB_G0267208,1.296486202,1.450498629,1.495567198,1.168414198,0.771560584,0.551641739,0.7070153,2.387200545,3.777437605,3.046254903,2.345278742,2.448909589,
DDB_G0267210,0.127744637,0.689142884,0.758380217,0.452278676,0.471516946,0.382763997,0.13675366,1.222205057,1.623069209,1.655449785,1.168695367,1.111407293,
DDB_G0267212,0,0,0,0,0,0,0,0.243543317,0,0,0,0.178272114,
DDB_G0267216,0,0.331708501,0.11048061,0.11282647,0.063532509,0.352563302,0.024227094,0,0.025180961,0.076728608,0,0,
DDB_G0267218,0.193885602,0.328339312,0.099715626,0.131110833,0.265472645,0.576195613,0,0.089813501,0,0.054195495,0.075269149,0.088003407,
DDB_G0267220,0.198865692,0.066019565,0.33941045,0.171562723,0.250190655,0.244304086,0.146249942,0,0,0,0,0,
DDB_G0267222,0.031901371,0.113811743,0,0.084938198,0.158634719,0.054421227,0,0.040883792,0.122581006,0,0.151042373,0.106963268,
DDB_G0267224,0,0,0.046491986,0.033671704,0.194592732,0.116995519,0.141426127,0.062597289,0,0,0,0.100545807,
DDB_G0267226,0.058669189,0,0,0.019158038,0,0.15614393,0.034240179,0.035615699,0,0.074985802,0.039596658,0.046530537,
DDB_G0267228,0,0.047305986,0,0,0,0,0,0,0.009936703,0,0,0,
DDB_G0267230,0,0,0.048886387,0,0.065304712,0,0,0,0,0,0,0,
DDB_G0267236,0.138965119,0.436617917,0.485022908,0.441397834,0.644868496,0.58373636,0.492533,2.163654525,2.944155133,2.993093926,1.912928422,2.474897772,
DDB_G0267238,0.345550204,0.651616219,0.342694629,0.402511784,0.320597127,0.386068263,0.388078877,0.928954022,1.25401111,1.671109771,1.264861796,1.20455602,
DDB_G0267240,0.055553399,0.181690619,0.166674518,0.207009796,0.291773351,0.270841439,0.090205415,0.493854239,0.502038484,0.580285423,0.565231641,0.417989705,
DDB_G0267242,0,0.097071756,0.068811228,0,0,0,0,0,0.079915089,0.139562224,0.207052676,0.020173538,
DDB_G0267244,0.103275606,0.37379396,0.505102581,0.355959796,0.493884346,0.35990291,0.082913214,0.777915168,0.532324588,0.795549423,0.858904611,0.974767423,
DDB_G0267246,0,0.137353001,0.069733563,0.181376547,0.061828063,0.115618306,0.330169614,0.536155216,0.375561603,0.703618066,0.573592186,0.345815103,
DDB_G0267248,0.054346879,0.341574615,0.730498201,0.61053943,0.550217768,0.319443464,0.009266584,0.509036061,0.669903634,0.953027799,0.835396199,0.953484856,
DDB_G0267250,0,0.120948809,0.013550657,0.040010142,0,0,0.047360522,0.036489489,0.022717745,0.044037164,0.020284058,0.012596263,
DDB_G0267252,0.464384274,0.195038908,0.057147706,0.020747917,0,0.027097706,0.087144314,0.074951273,0.024013882,0.135276403,0,0,
DDB_G0267254,0,0.015988322,0,0.03613707,0.017695296,0.057421172,0,0,0.019319334,0,0,0,
DDB_G0267258,0.046712273,0.415769804,0.455682092,0.307356605,0.551261731,0.347172716,0.045837364,0.621519135,0.705253142,1.303047898,1.033892858,0.800593791,
DDB_G0267260,0,0.155648684,0.208964177,0.593274528,0.267668336,0,0.251866416,0.701900094,0.33121891,0.471785237,0.286882662,0.38947828,
DDB_G0267262,0,0.092068021,0.126254129,0.132646821,0.06351597,0.207842427,0.063755261,0.177888312,0.370849214,0.516988704,0.40055301,0.281774087,
DDB_G0267264,0,0,0,0,0,0.116584677,0,0.139722063,0.65906152,0.08939018,0.062074557,0.392581693,
DDB_G0267270,0.066002837,0,0,0.07798834,0.079097518,0.219609175,0.093614843,0.080135322,0.414731755,0.096710927,0.089266995,0.128715969,
DDB_G0267272,0.029561116,0.225702491,0.083317612,0.182200781,0.104258243,0.02791065,0.01552779,0.143502532,0.097138653,0.114748806,0.146641529,0.156793828,
DDB_G0267274,0,0,0,0,0.040242597,0.028642751,0,0,0.01375013,0,0,0,
DDB_G0267278,0,0,0,0,0,0.041073058,0,0,0,0,0,0,
DDB_G0267280,0.091229032,0,0.046348757,0,0,0,0,0,0,0,0.082345697,0.075180227,
DDB_G0267282,0,0.076292765,0.050765146,0.01225551,0.157176837,0.214528851,0.254969102,0.140469846,0.356255996,0.301332637,0.22243788,0.230544509,
DDB_G0267286,0,0,0,0.066275806,0,0,0,0,0,0,0,0.066727858,
DDB_G0267292,2.153123343,7.971987969,6.468884141,6.017785331,13.96025286,8.95124596,2.417379442,36.77758054,50.02704686,56.17808496,64.26372475,74.80604605,
DDB_G0267294,0,0,0,0,0,0,0,0,0,0,0,0,
DDB_G0267296,0.028515192,0,0,0,0,0.040384683,0.03328375,0.067274699,0.042883885,0,0.077132003,0.032993733,
DDB_G0267298,0.066483187,0,0.055907494,0,0.101164476,0,0,0,0,0,0,0.02912343,
DDB_G0267300,0.049706566,0.112222942,0.188732036,0.298817316,0.247929225,0.135382448,0.026871031,0.410036941,0.602140005,0.697555753,0.465733298,0.66414985,
DDB_G0267302,0,0,0,0,0,0,0,0,0,0,0.112947845,0,
DDB_G0267304,0.006857438,0.202559983,0.166265727,0.054774297,0.102882847,0.059317716,0.025734613,0.231607331,0.401401201,0.360967209,0.283097847,0.340256427,
DDB_G0267306,0.051730321,0.256644305,0.229234364,0.206188947,0.191201688,0.121004171,0.010411013,0.029275554,0.088395434,0.04663398,0.051911471,0.041286063,
DDB_G0267308,1.394043504,2.231409882,1.661980694,1.8758825,0.915416307,0.716822591,0.213883271,0.464885143,0.748758079,0.558058541,0.396770857,0.476089761,
DDB_G0267310,1.224023674,2.076041507,1.77046899,1.188900813,1.016124347,0.730981425,0.234074614,0.608117394,0.873552607,1.194862903,0.451018698,0.401151617,
DDB_G0267314,0.159374058,0.213828894,0.236090022,0.046359391,0.211644058,0.121998271,0.338605138,0.320269005,0.428965058,0.486494501,0.529920306,0.603039975,
DDB_G0267322,0.099397012,0.077213955,0.191147979,0.136534269,0,0.108597927,0.023657045,0.822233212,0.937149196,0.687235745,0.284473828,0.251764921,
DDB_G0267324,0.488428902,0.407014678,0.173604167,0.288565666,0.513439177,0.479147032,0.050693668,0.464153958,0.679871525,0.853625178,0.533430956,0.510985961,
DDB_G0267326,0.066311807,0.423607961,0.176249648,0.175528508,0.25113969,0.253771879,0.058360077,0.309243252,0.558899823,0.483255473,0.491059433,0.387295718,
DDB_G0267328,0.06735345,0.111843659,0.256214275,0.134427684,0.327608614,0.195941085,0.090945617,0.556226158,0.730650484,1.0030442,0.716305307,1.06049044,
DDB_G0267330,0,0.134034995,0.131940873,0.023982005,0.16897424,0.125286277,0.052083078,0.136227841,0.281332273,0.386978164,0.373078236,0.172346954,
DDB_G0267332,0,0,0,0,0,0,0,0,0,0,0,0,
DDB_G0267334,0,0,0,0,0,0,0,0,0,0,0,0,
DDB_G0267336,0,0,0,0,0,0,0,0,0,0,0,0,
DDB_G0267338,0,0,0,0,0,0,0,0,0,0,0,0,
DDB_G0267342,0.048813276,0.124839685,0.169849151,0.113653871,0.123008391,0.130703004,0.029637252,0.236196792,0.460075957,0.540368087,0.358578508,0.458290817,
DDB_G0267344,0.131562464,0.085452858,0.082837186,0.093832564,0.092044038,0.116543109,0.00596691,0.054099365,0.081096206,0.163659216,0.071791606,0.238912022,
DDB_G0267346,0.024658065,0.145251518,0.070837491,0.069364554,0.173774947,0.206158639,0.019428491,0.119713572,0.131637348,0.303320892,0.083275565,0.194688313,
DDB_G0267348,0.058382538,0,0,0,0,0.021552961,0,0,0,0,0.034108012,0,
DDB_G0267350,0.056090323,0,0,0,0.038631489,0,0.039777736,0,0,0.020546644,0,0,
DDB_G0267352,0.116500202,0.147509453,0.020040812,0.014514508,0.128901135,0.081907466,0,0.0254501,0,0.032564492,0.02999921,0.037258613,
DDB_G0267354,7.147172409,3.043696439,0.853855538,0.85981982,0.43357715,0.501526253,7.854783173,4.833903376,2.282570938,1.226510455,0.899321302,0.460890272,
DDB_G0267356,14.51063033,22.66827994,22.72877034,19.57958617,22.37912118,16.87993043,5.783721349,7.993196731,10.36028401,10.31947481,9.72454308,9.344111049,
DDB_G0267358,0,0,0,0,0,0,0,0,0,0,0,0,
DDB_G0267362,0,0,0,0,0,0,0,0,0,0,0,0,
DDB_G0267364,0,0,0,0,0,0,0,0,0,0,0,0,
DDB_G0267366,6.680175071,11.47602133,10.12488453,8.747787359,8.465325252,5.450550864,2.281297598,6.16123859,6.072692882,5.173436762,5.046961397,5.074223453,
DDB_G0267370,0.268512164,0.289556378,0.21599259,0.106714368,0.037266419,0.120929395,0.347141859,0.265430203,0.084998028,0.091508616,0.07788165,0.155080882,
DDB_G0267372,0,0,0,0,0,0,0,0,0,0,0,0,
DDB_G0267374,365.6553208,468.7523677,369.5714311,175.5344606,138.7364233,112.5922996,446.6959491,443.3155056,360.1914128,328.5949303,217.4453152,146.6186717,
DDB_G0267376,6.396156355,9.813994894,28.30995352,36.63762811,38.65171397,38.94330397,7.496907693,9.070120649,16.3161357,28.90509439,30.95729271,32.1234505,
DDB_G0267378,0.235673371,1.244875141,3.139044909,67.29681753,362.5051795,1048.658153,0.232787098,0.235913913,0.510849107,4.133802907,181.8949938,1009.141194,
DDB_G0267380,2627.506378,1854.171183,721.6887797,302.2048706,297.2948144,175.6255408,2481.800903,1958.998152,1101.132461,796.5833876,511.8805968,399.5082293,
DDB_G0267382,1122.75097,4520.642493,2959.48596,832.1649291,625.99345,571.4223615,773.8341527,3673.143637,2787.755737,2351.295463,1036.561881,926.00307,
DDB_G0267384,16.79542263,22.93126261,29.61516154,17.36879436,13.60743093,12.42661491,20.27758024,19.35952674,30.11866989,27.16148693,14.94177791,13.74120787,
DDB_G0267386,569.1711239,253.5640372,122.9852901,122.5714867,178.623641,224.0961036,249.6972494,267.8175114,197.8158892,150.8037223,189.4664365,230.9966195,
DDB_G0267388,18.27302329,15.94543492,7.173791038,10.03241546,13.48382281,8.672174479,15.89476991,22.54586225,11.16184374,9.118435091,13.53841996,8.462441609,
DDB_G0267390,191.5569448,189.7974594,468.5697969,139.5365163,63.68479474,49.44027993,237.6939951,140.8099744,371.6242976,182.6836009,104.2120372,78.57216693,
DDB_G0267392,11.17690419,19.48121455,23.23829992,13.58023878,7.211542922,9.373663035,14.22512882,13.66490685,19.47834213,21.13739918,10.16227582,9.115130041,
DDB_G0267394,218.0301399,180.6918295,178.3120624,117.3836479,102.5329779,125.966507,286.2034965,181.5275424,209.0475593,185.2696105,167.9466044,168.9508961,
DDB_G0267396,5.089090496,6.952476439,3.932758981,25.39577101,29.59971311,14.38238005,5.979388461,12.15536887,8.499492208,7.569893698,26.46716402,11.55454704,
DDB_G0267398,5.280629935,25.16321652,623.4239202,113.2327011,75.73618671,88.59836909,1.147189275,3.779706306,404.9472901,335.648217,97.59928444,118.2841935,
DDB_G0267400,1021.63929,833.4775047,1119.791704,957.3269017,596.7865584,484.7211404,1048.236598,891.0412012,1529.823824,1055.354143,836.2954661,657.8537099,
DDB_G0267402,2416.415744,2040.486422,2381.07363,2977.418294,3898.451981,3872.577272,2486.184949,1937.727358,2088.32577,2273.680353,3304.873081,3283.965624,
DDB_G0267404,9.053072545,11.09807167,7.915016562,21.4601334,15.93990546,9.726336635,8.765436022,16.3901771,11.72908147,13.27573284,16.66603246,8.191669985,
DDB_G0267406,63.82168317,45.06794843,42.14992422,68.55177306,72.41324445,65.1086789,63.39294643,41.98044689,31.62861732,53.35772468,64.81003945,59.94553703,
DDB_G0267408,160.7219725,136.1412587,319.0472409,93.43321037,57.45025754,38.07940281,191.3461583,109.0666133,273.6078421,128.45852,74.38209357,54.89758188,
DDB_G0267410,6.88630607,14.7761691,11.08999954,7.230873444,8.447753892,6.64782681,7.237895501,11.24031733,11.23873923,9.727607341,9.001904942,7.722876496,
DDB_G0267412,6.341187801,18.31501453,65.44808414,5231.699716,12529.25946,11442.85421,3.773422473,3.865754856,11.94978179,402.5008902,8491.445467,11515.61299,
DDB_G0267414,16.52814771,16.73138398,16.55656348,7.285668445,6.107139054,4.33701936,17.4869781,18.3365449,17.77969414,11.92625736,9.098254185,6.248641733,
DDB_G0267416,32.82224849,15.56058479,11.62694538,11.40490601,12.5281916,13.26440958,34.74075043,25.23816482,18.19923541,19.10077845,11.18412111,12.37598142,
DDB_G0267418,634.3409059,1360.010927,517.3653773,473.381298,1321.479252,1309.303252,502.9523716,1461.889877,1299.701036,953.7936119,1051.662431,1456.392688,
DDB_G0267420,2057.768042,353.7608627,770.4758867,661.539669,1003.153299,1047.258129,2211.66178,459.1869545,694.4286511,629.8937556,873.2691904,1061.262132,
DDB_G0267422,2.048150276,4.230016247,4.286288863,3.207878855,7.64535221,9.604081114,2.487790185,3.305067624,4.061313284,4.177063538,3.944675468,7.792718619,
DDB_G0267424,46.58044727,63.17297486,46.25210895,86.59798151,103.0579842,93.53364927,61.1507725,64.19175801,47.86748826,58.62947619,106.684602,87.87316176,
DDB_G0267426,104.5511431,110.6688671,292.1355097,345.7913486,279.220343,281.9810658,95.22077899,143.8012579,283.004145,312.8575244,313.420825,302.6758341,
DDB_G0267428,10.59712336,12.55885802,8.208186571,19.11019932,14.20582889,20.12141443,13.50867725,12.00960341,9.938948455,12.06557266,18.1617064,23.4552634,
DDB_G0267430,11.55200867,18.01637079,8.558594515,10.52495528,12.43924528,10.02575439,15.62580706,17.89758548,10.01987776,10.59246712,11.34196758,8.631755245,
DDB_G0267432,12.72213073,43.03374289,31.63649712,26.23874648,12.37148048,10.01006244,20.3918687,138.8056614,87.63716795,65.38086744,48.04476143,42.83662471,
DDB_G0267434,0.026831355,0.060173332,0.041377351,0.020950887,0.061321367,0.074555199,0.016584467,0.043245517,0.014507927,0.026779669,0.0526262,0.042883502,
DDB_G0267436,115.2389016,63.19012819,38.59095932,57.07787657,60.80635551,61.47910425,109.6995288,74.06125106,50.69537467,59.87590523,57.25207861,52.11570995,
DDB_G0267438,14.0309259,279.4749293,141.6968363,39.49150424,24.65351048,18.1130749,8.769098044,210.715246,152.4151636,152.6714844,28.04415533,36.45208812,
DDB_G0267440,3.477398978,4.774004698,2.342392271,7.911178421,12.92868559,10.47340906,3.80762114,3.952584576,2.177036327,3.752841134,8.087624689,5.649185819,
DDB_G0267442,15.48739951,16.48008915,32.63176864,26.34620411,27.16189511,25.92383405,18.32868062,13.32929468,26.57018497,26.5934063,25.34828636,26.87083059,
DDB_G0267444,207.8828849,175.8934099,326.1044222,321.54771,200.0940927,192.4350702,227.4139709,189.2089303,256.1106611,348.0380824,244.716249,193.1907666,
DDB_G0267446,16.12103286,25.66181262,105.4617755,45.53385451,34.34206154,35.55625598,17.24981338,15.21341816,68.73837124,80.74275131,41.34365706,35.61792121,
DDB_G0267448,55.18916445,45.30773803,12.59528989,6.844596918,5.428055131,3.835945431,54.105603,48.76410767,22.37415954,14.54460873,11.59418703,8.233284878,
DDB_G0267450,203.5067078,232.7276769,162.7355375,90.12801664,81.42264222,79.15245027,224.4638546,207.5719138,169.2863865,140.3831656,97.11071073,87.69248657,
DDB_G0267452,237.0815139,208.7449363,362.0757495,317.750903,244.82947,256.7472571,230.220402,171.654863,285.8402326,328.5974277,273.985964,268.0292453,
DDB_G0267454,6459.121891,4600.516396,1951.117182,755.7999105,478.0174089,377.0601871,8267.768799,5979.165499,3535.668809,2151.786321,1358.082299,1036.264644,
DDB_G0267456,930.7208042,1267.581961,3568.118813,2379.894128,513.0317522,413.8306559,975.6697084,362.3259811,2901.347,2251.504366,1736.718409,922.0588191,
DDB_G0267458,38.15275655,67.9358256,138.1362309,59.45647034,49.71308362,52.46255368,24.33931834,32.8813754,99.68229598,100.6728711,60.96262644,62.64713961,
DDB_G0267460,98.11032686,117.3987784,70.35041316,39.38601178,20.77985873,20.27603619,132.0302867,114.4495739,86.88534187,70.80333506,47.90046462,34.43145138,
DDB_G0267462,11.2298019,19.70807486,9.866270391,13.60801255,20.35044101,16.82687665,13.16924184,22.3434292,14.97504079,14.05566502,20.53190842,19.00923179,
DDB_G0267464,6.295741983,7.082152419,3.513550102,4.930103683,7.226253349,6.196433929,4.806903846,9.019373028,5.435505119,6.388789688,6.302521894,5.343331726,
DDB_G0267466,3.671218618,1.804455996,0.540671244,0.95353334,1.644176438,1.585121125,2.846637256,1.556806525,0.811464115,1.10814408,2.062108533,1.851454393,
DDB_G0267468,40.26800172,42.00800519,33.97870158,14.34533174,11.621971,8.685257301,26.92361301,29.51812125,35.04397377,15.38248175,8.845188819,7.936072493,
DDB_G0267470,58.52268909,247.4681662,1152.566836,269.7267317,136.1943017,144.4221966,62.21815055,117.8214915,798.3247484,1045.407639,186.4865787,204.0085794,
DDB_G0267472,4.297099532,17.27643462,21.1184039,14.64376744,13.35792207,14.38690925,4.643364767,10.84696031,20.98141798,22.9646716,12.61865768,18.26351557,
DDB_G0267474,1.485378042,3.670109557,1.663819445,1.567556331,5.518541726,11.82492375,1.065728914,3.357606948,1.408837609,0.85525274,1.629702107,2.055286642,
DDB_G0267476,4.700935506,1.585927542,1.327006753,66.1816457,118.0523404,154.7909945,4.519642254,2.377488227,1.083357516,7.032292738,80.95585282,137.0062873,
DDB_G0267480,25.79697361,29.16055353,29.04561828,33.59566625,38.7142262,26.18252056,31.82798381,31.69519575,29.3959405,23.74860863,34.40549189,26.03983113,
DDB_G0267482,36.5243595,8.338131923,8.388764106,12.44173518,12.88247741,14.73636236,36.72634857,11.58700923,8.522488999,6.835045177,14.815357,17.35189885,
DDB_G0267484,15.60588847,10.76509033,19.97531319,12.68447659,9.341608162,6.336296628,12.33280861,9.475299262,16.14399884,18.10432401,8.71518607,7.126924124,
DDB_G0267486,24.5759904,4.200837877,2.468343599,2.871742279,5.37190379,3.971782049,26.5363414,6.86863466,4.533778069,2.197551087,4.501322213,4.843521837,
DDB_G0267488,3.226220797,4.001622024,2.513187879,2.345872977,1.910992427,1.687057484,3.281574374,4.188267387,3.156923664,2.546141591,2.001448883,1.736670786,
DDB_G0267490,17.37275977,40.05444647,84.57523468,15.89426493,10.52668477,10.90681186,7.667141909,16.2500475,54.43438777,57.75565355,12.96479267,10.84642465,
DDB_G0267492,53.60717611,63.88444007,73.40140351,31.65598302,24.68906709,21.1733306,61.69609669,55.64268064,70.9788597,66.57402406,31.48884512,27.3385016,
DDB_G0267494,3.56042115,2.943482227,3.830576316,4.117817249,3.478852671,2.801072151,2.662914742,1.83217767,3.439023376,3.153352206,3.470656605,2.761414755,
DDB_G0267496,9.731867639,14.66143446,7.473948797,7.368840051,10.80865553,8.721321096,8.248696984,14.59756712,8.627097049,11.27983691,7.40166814,7.304421465,
DDB_G0267498,15.32587609,12.97176153,18.00113177,21.13977526,15.397593,13.49510982,17.64097958,11.82498329,14.76254221,18.0635338,18.77745076,14.11364978,
DDB_G0267500,85.16007395,49.12585488,16.55925954,22.59454793,37.36490426,43.15592728,93.72681595,67.32423599,28.27938187,27.72753555,36.50804057,37.9270774,
DDB_G0267502,44.76257893,39.44911184,35.84979552,56.61120907,33.88090555,18.99146446,60.49400187,49.55717658,37.12039521,41.05210398,44.69038784,19.10901682,
DDB_G0267504,16.37713489,30.49458948,21.83998965,39.23936353,44.58050767,44.68595933,24.04013382,42.94116993,26.22253652,39.22683811,52.35793509,51.07481868,
DDB_G0267506,0.66678719,0.117471758,0.201280256,0.291494997,0.989273912,1.651967644,0.814657603,0.181874862,0.137586374,0.199160355,0.252109357,0.793066185,
DDB_G0267508,71.73806083,62.3549956,76.36927197,51.82264901,27.00334341,23.2892016,98.50332366,69.95861173,70.69952181,60.72762862,40.96500766,25.49708012,
DDB_G0267510,9.423614947,4.814345597,1.888699639,2.07072221,4.419353153,3.232332986,9.564326001,4.858378722,2.106872764,1.669019714,3.894828058,3.362676631,
DDB_G0267512,60.72887263,25.21944179,16.91390741,8.554985917,6.275718582,4.12100711,71.57150081,31.28407994,22.73091085,15.81369697,9.85775539,6.566293617,
DDB_G0267514,30.23660182,52.56700779,95.02132216,90.02297678,98.28867107,98.23963468,35.37994645,45.25141638,72.76818191,94.96685314,83.2092647,95.40350857,
DDB_G0267516,6.448501631,7.424501494,9.134460551,10.48781351,8.252764109,6.86073228,6.695135483,6.852342522,7.713609319,9.117167114,8.273042265,6.531712694,
DDB_G0267522,2.519191316,4.531043127,4.400807002,5.960011732,4.809350843,3.111762622,1.91768177,3.863361304,2.938652526,3.874501492,3.482498626,2.851081146,
DDB_G0267524,158.5280665,90.33632465,288.7715075,130.0826776,34.09243373,34.4106735,198.0676131,88.99801238,191.6210822,148.5368325,78.280514,44.85263378,
DDB_G0267526,24.17197489,17.60098212,36.88487732,58.73355694,32.11472947,23.4514843,22.46277417,21.04317968,27.68359104,37.32414866,47.20326802,22.05152608,
DDB_G0267528,361.3975054,145.6598833,83.34952239,72.03906989,36.41685307,32.35481276,447.3695321,231.2612079,141.7493195,116.9325627,97.01531144,53.11813136,
DDB_G0267530,660.9516203,824.1079377,426.2799758,162.8450542,114.7748524,73.70550761,502.8640655,817.9524741,736.549391,356.9169141,256.8760585,203.121543,
DDB_G0267532,0.078771202,0.568794197,3.43619131,12.42175549,13.72002806,17.25763947,0.099557229,0.272255968,1.0926299,7.307207502,13.3919297,17.17053367,
DDB_G0267534,42.63137933,21.71214099,16.74368701,17.32788487,10.59056876,8.936165944,48.79992819,23.39262315,20.23924922,18.35036613,15.39647447,10.64528504,
DDB_G0267536,165.558549,68.05933038,60.51678848,46.40537489,21.94152098,14.12947533,183.6977121,80.19933725,69.53771361,63.95219247,36.39369599,21.80429308,
DDB_G0267538,28.43627495,43.77219031,75.67256765,49.82577142,55.37391907,47.69240101,26.72147753,31.38389172,61.40745937,59.34759169,48.9528574,49.4373193,
DDB_G0267540,10.25300864,14.95289166,24.80080938,23.06078703,21.05642373,18.07404606,11.93075906,15.09058654,18.319611,24.46368611,19.95210938,17.15266365,
DDB_G0267542,0.511831627,0.66300133,0.506690169,0.531454645,0.426480081,0.185630914,0.794142664,0.647491144,0.358538566,0.216795239,0.317983943,0.671373479,
DDB_G0267544,0.45750612,1.012151711,3.802280681,17.87668929,16.33250515,16.44082598,0.486034159,0.794136159,1.674647753,4.815584866,10.46784126,11.2405447,
DDB_G0267546,6.907018354,5.178411039,2.666350936,6.027631616,11.58034474,24.92385113,9.505353907,6.997506751,4.124324528,6.598299435,10.52625481,28.7008417,
DDB_G0267548,5.537274319,11.89901663,9.750825025,3.977278749,2.827777958,3.426858961,6.12470528,11.45660768,8.321489413,7.824684958,3.777759634,3.228119437,
DDB_G0267550,0.130806521,0.771766644,1.757831197,13.29026495,24.52607183,30.09923712,0.042647388,0.127903342,0.840910575,1.399511672,13.13896313,31.60035443,
DDB_G0267552,163.6129827,96.20016155,108.2079025,81.38215113,62.95934611,57.67238681,178.8239009,108.1927277,115.1990245,97.66837076,85.26577713,75.19778738,
DDB_G0267554,1.258244596,1.940050426,2.310487598,1.837357584,1.315735103,1.832871262,1.237321583,1.493246754,2.540741665,1.973292448,1.801363702,1.87849831,
DDB_G0267556,4.227044457,5.510608009,6.133097261,17.10992487,17.81598207,11.50868721,4.870810688,8.496108741,7.181220366,11.39793374,15.05832404,9.748457479,
DDB_G0267560,86.93259787,30.20116238,20.55182801,16.5650814,21.07691207,17.62210957,97.99668156,39.64741114,34.84500955,22.44523193,23.40439981,16.92043743,
DDB_G0267562,0.66366884,9.587323543,7.146814033,4.769767827,5.022537027,4.874557391,0.539544877,7.380255845,5.880985167,3.509868869,4.222707366,4.84313023,
DDB_G0267564,0.720784693,11.23266912,2.595023904,1.050919935,0.924942825,0.637363445,0.851674033,9.326777239,3.608466491,1.839998268,1.514339146,0.968293146,
DDB_G0267566,0.052449656,0.198970941,0.543912357,22.89381872,2.108101588,1.980314644,0.027428199,0.072477729,0.412796101,14.5558545,26.20870187,6.563909886,
DDB_G0267568,22.24305271,29.47326264,40.72077814,47.27170309,52.03780587,35.76213622,16.99323523,21.45403624,32.06969999,56.00176995,39.3543737,37.50349446,
DDB_G0267570,261.4181318,66.51275634,30.01892797,16.38182979,10.92592792,7.214754493,334.6833906,98.43216929,49.59018839,37.34484833,23.54647964,13.48274612,
DDB_G0267572,16.01464395,9.344609352,3.580366127,5.399558875,4.682967291,4.464047034,14.2827901,10.38711327,6.385594028,6.741093431,4.613672163,4.818558249,
DDB_G0267574,31.1030909,20.77701017,37.70957864,37.25680967,25.18178517,22.12084618,35.78389795,18.32664569,26.34480991,42.29416253,34.39446012,26.60883726,
DDB_G0267576,6.253433775,3.771903333,3.779780121,6.486016197,4.775637991,3.916033182,7.490968365,2.75338858,3.669501756,3.793390136,5.344591776,5.070490638,
DDB_G0267578,3.258645851,3.508342962,3.500377304,2.432307763,1.738331297,1.058323495,2.608404153,4.137539465,4.12111423,5.357971408,3.450203876,2.543189279,
DDB_G0267580,4.404875498,4.040592459,0.768906414,0.60780114,1.338171112,0.903074954,4.099728917,4.852738519,1.273954341,0.334594298,0.793917257,1.074938989,
DDB_G0267582,25.68975163,31.64963866,19.87260357,33.81025106,41.70347749,35.80308632,37.01700512,44.20022217,27.07292963,32.34909978,34.92128311,33.60654531,
DDB_G0267584,16.98667892,34.49808065,19.35465251,21.33486466,30.08068366,41.52465895,18.98788359,25.71558785,19.02534166,18.85645327,30.90313067,50.37725683,
DDB_G0267586,10.76634511,11.72857901,7.637855948,4.187743924,5.008388033,6.639896325,9.44477708,10.28884108,7.668042264,5.466835814,5.598261968,7.668277299,
DDB_G0267588,28.42707684,63.89187335,73.46128696,101.1079575,100.9073869,91.26835374,23.62976678,46.05507876,62.10394321,96.01019212,75.30723297,70.50995038,
DDB_G0267590,81.97598437,84.56703114,79.88223233,73.5237656,87.66168848,143.1002794,101.9154869,92.94653026,86.30015488,88.33627114,67.29601652,70.59766557,
