ddb_g,AX4L846F_avr_00h,AX4L846F_avr_04h,AX4L846F_avr_08h,AX4L846F_avr_12h,AX4L846F_avr_16h,AX4L846F_avr_20h,B1.L846F_avr_00h,B1.L846F_avr_04h,B1.L846F_avr_08h,B1.L846F_avr_12h,B1.L846F_avr_16h,B1.L846F_avr_20h,
DDB_G0268704,7.086065001,10.13227028,13.79988597,12.74271508,16.58444909,13.457336,7.968301459,9.128271936,11.20632325,12.30763837,15.66075377,13.99696288,
DDB_G0268706,1.178660576,3.14900149,3.608008344,3.778354787,8.467038234,7.135531561,1.17265541,2.132886823,3.231391509,4.559451014,4.704780176,5.681341164,
DDB_G0268708,4.888446151,7.98361561,5.768765304,7.479672855,5.625132327,4.710945566,5.738506207,7.800901622,6.705875858,8.389304058,11.57670212,11.18137521,
DDB_G0268710,1.885828598,5.099314424,2.250015408,1.982190053,3.807323386,4.182265384,0.975165618,3.350624991,2.325141973,1.9603017,2.422443352,2.008154456,
DDB_G0268712,0.022585042,2.113767145,0.440132957,0.163969267,0.450861349,0.359926105,0.111780673,2.080425254,0.438542344,0.095051865,0.374278165,0.18172721,
DDB_G0268714,10.92566402,6.094806534,2.950305932,3.207376715,2.679367084,2.698676703,12.3501211,8.800014156,5.288533565,5.340900393,3.298923536,3.250717247,
DDB_G0268716,11.61514803,14.96334642,8.802178238,7.294335998,4.431189407,4.679237339,16.61728771,10.7135584,9.204113677,7.814900185,6.315423372,4.967767741,
DDB_G0268718,8.60618508,4.515011529,1.953798627,1.828013413,1.132537863,1.259915062,6.51241588,6.766051054,3.456455594,2.954476375,1.574075479,1.510803707,
DDB_G0268720,63.85132564,58.97179677,44.52322228,50.04421499,42.47231004,27.98449816,77.16553913,76.32668027,47.87113307,52.69628402,59.81326867,33.61688817,
DDB_G0268724,0,0,0,0,0.035750497,0.033206172,0.03681126,0.01486027,0,0,0.04823697,0.030875771,
DDB_G0268726,0,0,0,0.052788466,0.242007181,0.159460108,0.059142613,0,0,0,0,0,
DDB_G0268730,0,0,0,0.055558311,0,0,0,0,0,0,0.115055238,0,
DDB_G0268732,0,0,0.053870881,0,0.082716836,0.159817905,0,0.068765172,0,0.076750174,0.122201678,0.047625373,
DDB_G0268734,0,0,0.212868993,0.097340093,0,0.441892608,0,0,0,0,0,0,
DDB_G0268738,0.95634579,5.094917179,1.393443348,0.7549359,0.707948386,2.671997187,0.697148466,6.035365834,1.227948839,1.203759086,0.708214268,0.738938364,
DDB_G0268740,0.691964561,0.121156467,0.129872727,0.014497832,0.203182981,1.028485961,0.728859326,0.252345419,0.237086376,0.04035341,0.062268063,0.453601857,
DDB_G0268742,4.063879094,5.541027158,5.284744548,5.892423306,3.529650656,2.916105273,5.654767316,5.786408809,5.448919332,6.604278487,4.681581316,3.300998568,
DDB_G0268744,3.382331387,2.329827586,1.494432505,1.55772277,2.09380355,1.488026859,2.891203086,3.395556769,1.978966749,2.228983858,1.764398002,1.318654238,
DDB_G0268746,12.36807875,11.83426046,18.1187905,17.27035979,13.06076936,11.80480052,15.29772746,10.96470313,15.87296886,17.36743348,16.80980563,14.02043497,
DDB_G0268748,0,0,0.028261251,3.086711301,3.492661125,7.229274277,0,0,0.027223113,0.38347991,3.319658983,5.498969336,
DDB_G0268750,0,0,0,0,0.172326893,1.554593716,0,0,0,0,0,0.40972219,
DDB_G0268752,0,0,0,0.166674934,0.274274805,0.355613462,0,0,0,0,0.374508874,2.268117744,
DDB_G0268754,5.847037781,11.72339103,171.3157776,423.0162804,227.467722,214.7506126,3.002673512,10.74313678,49.38904707,186.1917766,232.779675,197.0249862,
DDB_G0268756,0.72748518,1.04510725,0.583412534,1.202550449,2.545073714,9.578207979,0.434831791,0.457994967,0.41162848,0.774603883,1.850625272,3.726447784,
DDB_G0268758,319.6058391,256.3415881,174.069947,97.00092895,71.10723435,52.1886298,331.9888033,272.1646703,214.8687127,132.8627514,99.26522296,69.47280052,
DDB_G0268760,41.59906895,49.8360334,20.15298345,17.51125813,9.04797689,6.557263236,53.98178141,47.6519586,28.01083158,19.94316628,17.37264095,10.31346108,
DDB_G0268762,51.67334589,26.26367511,11.0432259,8.780244459,5.357474429,4.68635676,49.69216235,33.74569897,20.72126868,19.7644002,7.116396503,6.553390724,
DDB_G0268764,8.634594769,8.262613426,3.785864851,7.573971739,9.302745818,9.98430077,8.535291356,10.83451993,6.276726172,8.118930342,7.154370156,8.480628046,
DDB_G0268772,16.21653484,7.415220803,14.40391314,21.6693146,25.05614073,31.42691678,12.32384467,8.511077724,13.54160694,13.4659836,31.95678783,46.35425446,
DDB_G0268774,2.856036366,2.115086832,1.256620117,3.245573942,3.043997703,3.477128836,2.618565118,2.347582568,1.790847641,1.789234101,3.254881145,2.969992525,
DDB_G0268776,10.59403164,4.377313181,2.166642678,3.033091917,3.257380127,3.812086361,13.01289614,6.506390856,4.474675528,3.098792073,4.196655372,3.733080416,
DDB_G0268778,18.74290224,18.2167223,24.91171488,38.3934292,41.91854899,49.14944882,23.58147784,15.09619338,21.51114258,29.22360495,35.28848924,44.47648887,
DDB_G0268780,0,0,0,0,0,0.029616994,0,0,0,0,0,0,
DDB_G0268782,2.910526527,3.90808696,2.879644339,2.66239938,2.224914376,1.698215183,3.603174333,4.431974331,3.199235049,2.110926647,2.785351806,2.632546937,
DDB_G0268784,0.316710257,0.204072435,0.491588522,10.64166044,28.26959257,25.92797594,0.155477395,0.222718305,0.300866144,2.325146914,23.5489212,31.55164041,
DDB_G0268786,10.22748206,4.786697136,3.141598743,2.224465517,1.899150212,1.230399601,13.30191101,5.792807741,3.020213977,2.581061865,2.501278811,1.655827592,
DDB_G0268788,0.440040886,1.570610616,0.591047364,0.692888926,0.744516653,0.622907711,0.497476202,1.285882176,1.258019475,0.448283521,0.629452585,0.749400646,
DDB_G0268790,520.9991688,595.9868226,711.7604565,407.2473082,318.0900357,302.1060912,746.5613928,793.4300087,758.3276863,627.7382706,511.0724244,430.4331255,
DDB_G0268792,9.242045566,15.63368409,6.661485036,6.367315889,6.998037922,5.819661623,6.610579233,15.12118013,9.235352782,7.796240386,8.659820756,6.963232688,
DDB_G0268794,7.978526922,19.83754252,31.59034328,17.59695661,20.5089772,18.29039044,8.510933679,15.39505988,25.92786997,28.22104683,17.37271691,19.93388537,
DDB_G0268796,8.977173718,2.539288487,1.236382673,1.11863745,1.14700466,2.166595746,10.67010764,3.605476086,2.292801253,1.169690076,1.383452982,1.66088656,
DDB_G0268798,1.717973887,0.668692346,0.47381581,0.187971773,0.289225461,0.854143519,1.981774564,0.891249442,0.767765693,0.41378542,0.504531844,1.120447226,
DDB_G0268800,0.022776136,2.190706628,2.979442879,2.396596331,2.642579552,1.735337109,0.072741101,0.800636495,2.042820052,2.494222807,1.770410594,2.609265126,
DDB_G0268802,1.490769765,8.327386331,3.17082979,1.028823291,1.502348532,1.312529204,1.777976984,5.771538175,5.276668557,0.948426516,2.961877726,2.880905953,
DDB_G0268806,0.153696685,0,0.082191189,0.384601679,0.12555234,0.251927669,0.07181603,0.350432502,0,0.033388296,0,0.072288513,
DDB_G0268808,1.143532381,2.298245443,2.687749565,1.47396718,0.906626171,1.150749755,1.266149963,2.214048665,3.633402505,2.913171674,2.204412162,2.540409111,
DDB_G0268810,210.1460645,127.2865706,55.74604677,33.99318257,22.16741372,22.83575298,227.1953269,186.3196317,111.1143691,99.85535145,60.76152499,51.26563384,
DDB_G0268812,0.012449316,0.045441133,0.101766466,0.478233342,0.380405994,0.574368845,0,0.015954651,0,0.093954701,1.002374019,0.530202225,
DDB_G0268814,1.283971897,1.907535301,2.639602139,8.60423943,5.250954642,5.731597463,1.114227606,1.850989249,2.263909733,4.232239368,7.490364639,6.080354883,
DDB_G0268816,11.14479144,14.30957729,8.405868079,7.727244515,9.354619306,7.084468685,9.3142907,11.85181092,11.31187867,8.878614546,9.249284871,5.886188434,
DDB_G0268818,10.24168207,10.77749351,11.98792856,7.390454317,4.026314293,3.406339376,10.30687503,8.683049051,10.62136313,10.28038268,5.408677486,4.40674185,
DDB_G0268820,3.388576576,11.13519555,8.041900623,7.836897854,5.312020597,5.568311977,4.914219043,10.016116,8.610314609,8.922166561,8.012428637,6.659612922,
DDB_G0268822,18.19450762,54.74003036,21.73225023,18.109156,14.87920539,14.61182651,19.8539642,52.11461996,26.71624704,23.4832575,17.055209,16.03381752,
DDB_G0268824,9.688664914,3.131750345,1.770046534,0.967368103,0.745586702,0.604176729,9.41343515,4.809204927,2.87547174,2.366772201,1.392663818,0.863807725,
DDB_G0268826,1.765413826,4.557746273,8.225795657,7.928122853,7.076655886,6.931427596,2.104794109,3.418171611,6.022437759,7.300391104,6.767063367,6.429850331,
DDB_G0268828,248.1072652,62.03323914,13.5111637,8.160011344,10.08409111,8.029576321,381.9818034,176.8669205,40.23195117,12.64666054,15.27125355,9.5483464,
DDB_G0268830,0.869542133,1.355581362,10.48931034,7.932581005,5.209433139,6.305886492,0.411664058,0.406780729,6.986406367,5.719697825,4.912392752,8.470389036,
DDB_G0268832,1.606526736,1.087931699,36.68455731,15.87958249,6.644945618,7.871063459,1.064571085,0.748499577,20.12062606,17.89877847,7.593230254,7.539507614,
DDB_G0268834,0.820061552,0.985307313,16.80149909,4.354935252,3.310269199,4.267246367,0.702817827,2.345961738,18.568797,4.332774579,8.508784832,11.05865221,
DDB_G0268836,1.317327338,0.809642472,0.872113308,2.136701985,4.014138394,4.197888748,0.470046855,0.806841269,0.63060412,1.527822101,2.231245432,2.77148991,
DDB_G0268838,0.706999441,0.727486022,0.35552132,0.424911626,0.524243276,0.500758799,0.359978956,0.745650631,0.178798394,0.219350452,0.155088277,0.577621654,
DDB_G0268840,0.400332974,0.738800228,0.772340134,0.22982099,0.185074025,0.222428622,0.386625859,0.350077495,0.913083287,0.574395471,0.366397021,0.22631426,
DDB_G0268842,0.050041367,0.178528224,0.134677203,0.13574734,0.05996936,0,0.32652772,0.378038137,0.116237794,0.17642078,0.152752097,0.692761335,
DDB_G0268844,0.711474761,1.933584577,0.486044578,0.945678459,0.767595458,0.821797061,0.596427278,5.923231832,1.24563882,0.855075594,1.088985219,0.906905008,
DDB_G0268846,15.20412799,15.48160299,15.28457329,4.1370393,2.165922117,1.753565059,23.69340243,14.3340932,15.00855728,13.05995175,5.01666258,3.980680933,
DDB_G0268848,2.974760259,5.932965975,1.260213952,1.84433173,2.566626241,1.6547334,11.43331448,19.67762133,2.954010507,1.769093009,5.941550014,3.181164743,
DDB_G0268850,0.9808853,6.749362707,15.31611119,14.50311846,8.434405032,8.356487898,1.09596378,2.887635935,12.73343679,13.18181269,7.827807084,8.544702484,
DDB_G0268852,3.107372827,18.10943712,36.64977853,27.51350073,20.68556561,19.23635622,3.10863901,9.242611712,27.22561385,30.32925417,17.15655073,20.081286,
DDB_G0268854,5.536521381,18.7645295,245.1173816,445.5370692,318.4292639,247.7133422,3.029012362,13.3541851,92.52732142,228.2659258,324.54926,237.0280091,
DDB_G0268856,0.153217486,0.840400773,3.950839275,87.72097317,63.60316605,49.28928867,0.018416665,0.193076877,2.142666035,41.7213333,68.37900154,41.21147442,
DDB_G0268858,5.712062731,0.810165378,1.44728154,1.28239635,1.351490068,1.939922885,5.656890882,0.417940615,0.724046724,0.715714891,0.907128301,1.174715303,
DDB_G0268860,9.747092716,19.46132755,25.23796988,32.13983714,36.79730298,41.00774365,9.98277398,14.63665193,20.01774782,30.20319831,28.97076155,39.08168724,
DDB_G0268862,44.30719388,9.482210988,14.87474981,32.09767127,7.750654227,9.203038662,20.22025408,4.39347885,8.798632543,24.9060107,8.954271774,6.313435078,
DDB_G0268864,18.8842261,23.25646932,46.65082958,42.70488936,30.20600592,24.11843035,19.07877166,14.86024338,33.38523891,38.01630327,28.35277372,20.29667213,
DDB_G0268866,0.617884897,1.406583368,1.702064401,2.411056447,2.269588204,2.113452962,0.844500506,1.401584376,1.496265752,1.643254835,2.157559776,1.780088961,
DDB_G0268868,14.78313723,11.26199882,5.967794027,6.593417789,5.72580947,6.446219548,12.15205935,15.2352297,10.13755271,12.66944126,6.16109273,5.780446658,
DDB_G0268870,301.6311815,261.9625801,261.812912,257.9417757,220.9688187,169.0125143,430.2456213,308.6214655,273.9610479,231.0850306,234.6885029,184.1755414,
DDB_G0268872,2.409264481,7.154848556,5.031400119,3.94663723,4.952490442,3.404017364,2.063729982,4.333100272,4.579936681,5.258016506,3.023805697,3.437655971,
DDB_G0268874,8.893635639,23.18357233,73.61665482,67.92332131,108.6492964,85.94196347,9.975665391,21.57744453,80.02174291,63.2024091,218.880001,245.2526041,
DDB_G0268876,15.46259199,21.82731758,13.27633745,6.894042443,6.46712969,6.67293188,12.17741593,22.30856399,17.3337098,12.3842449,7.601306705,8.298900905,
DDB_G0268878,1101.293971,13.00398078,4.206615213,1.786254132,10.07557814,2.685534688,1306.60533,5.236885721,1.939349984,1.063426299,0.767277206,3.409711017,
DDB_G0268880,2.309764942,2.506253048,4.543079399,5.576175087,5.996211979,7.605028376,2.369641418,2.036869339,3.400313666,4.091230733,4.644711307,4.60847002,
DDB_G0268882,0.816095095,1.513979729,6.110317907,72.88618851,82.3906715,94.81303019,0.182526751,0.190127437,0.960066644,16.01962714,60.7717399,86.48757088,
DDB_G0268884,3.713806825,21.0122362,89.4923851,695.7412105,800.7472425,620.5128056,1.511931308,17.53541999,27.89197329,250.779197,596.1334334,577.8721884,
DDB_G0268886,0.616866313,7.237305529,2.956488962,33.37536513,77.54203988,55.59677221,0.367158665,4.727182052,4.247419466,11.48637519,31.31805688,40.4379355,
DDB_G0268888,1.807721888,5.085226655,14.9628531,4.260690838,5.866240562,6.929392718,2.266979974,4.84636095,12.23769181,13.94702497,4.111647672,6.940551566,
DDB_G0268890,29.46611264,12.04145021,3.852492053,3.039285993,3.115630649,2.217674483,53.27189919,21.26994829,7.96750846,6.476400103,6.11088564,3.410369206,
DDB_G0268892,275.8330373,232.2568227,184.4620868,177.220376,104.4878361,80.35027016,88.3046459,289.7016085,215.3022359,275.0262868,234.3841241,89.61823633,
DDB_G0268894,0.104516457,0.205099568,0.215381845,0.919544771,1.898545126,1.420532217,0.155929514,0,0,0.257444346,0.430824529,0.704976659,
DDB_G0268896,0.088013859,0.066888243,0,0.131585474,0.160970387,0.185630914,0.158751224,0.16308241,0.367536773,0.09840761,0,0.155417848,
DDB_G0268898,13.17502478,9.958477848,3.804767423,2.908794103,1.79875159,1.393889465,10.26129882,11.8888235,6.821297549,7.198270928,2.840998317,2.710725225,
DDB_G0268900,3.569321447,1.512987147,0.67525619,0.373992087,0.134066531,0.061033151,3.003394257,1.881867156,0.825047761,1.087515942,0.516610849,0.569224649,
DDB_G0268902,0.265693567,1.02909972,0.39029488,0.26346227,0.199808724,0.282224271,0.406188597,0.975431905,0.65620431,0.407768984,0.502905457,0.308905907,
DDB_G0268904,6.655262604,8.017220155,5.375929373,4.840467095,4.134789637,6.728965387,4.571005007,8.367626853,7.08260655,6.62283968,4.378811475,2.763494324,
DDB_G0268906,0,0,0,0,0,0.11948526,0,0,0.063772402,0,0.042922077,0,
DDB_G0268908,0.224321979,1.7831424,0.83164612,2.225154053,0.704147915,0.735119269,0,0.462734743,0.443213199,0.568552304,0.476162083,0.535391684,
DDB_G0268910,0.977651124,1.595365303,0.574206709,1.299006893,0.726145223,0.744348761,1.062288724,0.93818806,1.073443573,1.709693284,1.13087317,1.143298498,
DDB_G0268914,3.286539635,5.85796875,2.99250063,6.799695953,11.99308557,7.85254324,3.038606226,5.413381865,3.344033109,4.215764074,4.965179506,5.19877579,
DDB_G0268916,23.42990783,22.03385967,15.43408783,9.772670146,7.756926345,14.40916587,28.57778745,21.17765007,19.82571373,15.76626557,11.77706397,11.8322794,
DDB_G0268918,0.092183201,0.611221568,0.520622301,0.295100461,0.298357251,0.363225668,0.206525448,0.374413047,0.469180327,0.496280297,0.471945347,0.658792205,
DDB_G0268920,3.053119342,42.74284763,60.1690236,45.76942916,70.526098,65.98333591,2.091137719,8.824557025,42.3571357,57.49556949,37.97521457,53.89951181,
DDB_G0268922,3.057476364,5.245132883,3.603562407,5.026452278,7.811305895,7.192584136,2.096891145,5.182084163,4.134299933,5.55307459,5.005939789,6.347643166,
DDB_G0268924,1.298609408,1.344667983,0.792705304,0.771792817,1.116552371,1.204348757,1.486774727,1.478998667,1.015531537,1.518499669,1.12079834,0.882208856,
DDB_G0268926,0,0.046213695,0,0,0,0,0,0.059467334,0,0,0,0.036801425,
DDB_G0268928,13.17007863,65.16623384,101.1253765,152.6359064,136.1791524,173.3108283,31.39746387,129.3529486,95.22613385,139.0457789,89.14696479,92.03205512,
DDB_G0268930,0,0,0,0.017906844,0.044405809,0.0603813,0,0.018817201,0,0,0.031474783,0.010074934,
DDB_G0268932,0.038253397,0.079061748,0.061264169,0.029631099,0.13157464,0.181534713,0,0,0,0,0.076786494,0.130038191,
DDB_G0268934,7.38245493,2.954993577,2.631548744,9.537637961,13.3664266,10.15188111,6.734245365,2.372756009,1.895633546,4.369015031,10.14056638,10.90814111,
DDB_G0268938,25.57610374,31.3424649,40.63284693,34.77432224,29.98692304,26.24534314,30.05604088,24.83736491,35.92034772,33.19029198,28.02368013,31.22344124,
DDB_G0268942,0.068207832,0.033965522,0,0,0.040869987,0,0,0,0,0,0,0,
DDB_G0268944,0,0.175939713,0,0.064938286,0.039719966,0.113083069,0,0,0,0,0.067448978,0,
DDB_G0268946,0.061522345,0.018298126,0.026125296,0.025530599,0.057946422,0.042467301,0.042982813,0,0.024747368,0,0.026661977,0.041771848,
DDB_G0268948,308.343462,44.96351657,31.50461344,15.02521584,15.04438676,12.07733321,375.3642751,43.08823229,49.36932258,23.0939691,22.81883098,16.48812784,
DDB_G0268950,0.80475127,1.063493233,1.080060406,4.141110746,4.237254944,8.174638282,0.251832883,0.266846265,0.808249027,0.807465684,3.036508264,3.568450445,
DDB_G0268958,10.84192429,10.70805523,17.40694919,19.57326415,14.7192041,11.80237332,14.2647789,13.58012691,17.16634571,20.37809939,15.92317952,16.29093966,
DDB_G0268960,1.145188534,8.097534346,10.52207508,19.05290891,10.50184233,12.47439795,4.810954815,11.10852225,21.67548276,17.95409426,23.26983405,20.39373831,
DDB_G0268962,1.150954693,2.981575428,1.073122349,0.592535248,0.529028755,0.856358348,2.260507003,3.795979418,1.294412239,1.086078985,0.782479212,0.670158406,
DDB_G0268964,1.195045493,2.261596505,1.521609109,3.008912762,3.557261083,3.795538844,1.074726195,2.651298036,1.538868597,1.597580629,2.846448079,2.571154393,
DDB_G0268966,72.64590598,98.52698466,73.89919845,63.64140428,58.43451659,46.94026803,84.44592779,104.4954631,74.16715578,102.2332197,74.20610455,58.92757799,
DDB_G0268968,43.99827919,64.91996216,110.3847949,101.612496,143.7212148,121.9260917,36.12533159,53.60606743,86.28624434,130.9512237,118.3974313,127.4185883,
DDB_G0268970,73.82890286,44.19221808,12.27069078,5.195359433,2.995032437,2.073176606,80.72975524,79.7151259,26.86464438,13.40973055,8.221456951,4.721880348,
DDB_G0268974,0.235966602,0.041329321,0,0.05420323,0,0.03539592,0.098090187,0,0,0.030402351,0.042224157,0.065823686,
DDB_G0268978,0,0,0,0,0,0,0,0,0,0,0,0,
DDB_G0268980,0.188840341,0,0.170178248,0.851809604,0.743069969,1.22732098,0,0,0.190033038,0.092333066,0.319629856,0.552911019,
DDB_G0268982,1.34585352,0.889737137,0.496579298,0.669294553,0.86319371,1.233254332,1.365353263,0.790887642,0.766056478,0.341128294,1.124580693,1.880919387,
DDB_G0268984,0.233699902,0.861345357,1.923711963,11.69208559,21.12061155,27.86017143,0.18507684,0.446614137,1.663859392,2.866675165,29.10013631,46.56223571,
DDB_G0268986,0,0,0,0.010438931,0.022017529,0.075820358,0,0,0,0,0,0,
DDB_G0268988,31.90163451,15.22421757,11.4839771,17.09506572,16.03908285,15.83394943,33.19716129,14.37812692,10.91316248,13.71374108,17.39842395,18.82444325,
DDB_G0268990,2.717553677,2.420574537,1.131843531,1.162212465,0.851090551,0.831518903,2.270291392,3.649972072,1.955231272,1.601161072,1.299086366,1.009414796,
DDB_G0268992,1.133305388,0.748448227,0.685765549,4.853538149,4.559853482,2.450901501,0.960399574,1.660485307,1.331614036,1.194991448,4.321730727,1.674248967,
DDB_G0268994,0.562875855,1.661804313,2.201633244,3.390870731,3.218533452,2.736863168,0.67232727,1.38661717,1.784026732,2.818600583,2.803897186,2.022143583,
DDB_G0268996,25.55280957,6.848443749,3.002362737,3.545711994,4.796000581,5.655673131,25.7604339,9.842595742,6.04235348,6.979996768,6.294535846,7.80454915,
DDB_G0269000,26.42981518,13.78339627,20.67981227,26.52317605,23.93664317,17.09720402,25.13433424,12.92845121,15.6455588,20.42993056,24.37865504,16.20368281,
DDB_G0269004,0.51211877,0.395159073,0.1260635,0.050312359,0.038619592,0.052332875,0.221276627,0.171588522,0.095420041,0.065787485,0.109076141,0.076384908,
DDB_G0269006,18.26977771,20.90030664,30.82314515,32.04867242,35.53315008,32.81710654,18.03896409,20.74383227,27.97305299,34.03453273,30.32634375,29.93226738,
DDB_G0269008,0.254150781,0.194557419,0.41755538,53.62192299,55.11905161,97.27513322,0.156600189,0.088397388,0,3.609824454,60.57369784,68.22131743,
DDB_G0269010,0.487513002,0.901038505,10.31368514,4.302315004,2.874924155,3.35639278,0.48271421,1.172584932,11.3175728,3.406936899,6.675785445,5.569783452,
DDB_G0269012,0.697803173,1.456222107,16.07814124,6.999347244,3.574761957,3.221331508,0.38711108,1.666871716,20.70176617,5.524916459,11.35718774,8.754839387,
DDB_G0269014,4.658548858,10.65519758,14.18522689,10.75478968,16.91817591,15.46504528,3.793442296,7.260617798,12.58118069,14.64894034,10.62186944,12.57755209,
DDB_G0269016,1113.774842,720.4379357,495.8291714,289.3380848,120.2500713,81.67435547,904.5822007,939.7080607,660.207956,534.5198014,272.3208287,165.9488357,
DDB_G0269018,0.788392021,5.469827314,17.47212191,40.79452608,34.69611724,40.29694541,0.289758025,1.83481753,6.777909845,28.18979472,30.29674026,37.38964623,
DDB_G0269020,0.020664856,0.049721806,0.009269281,0.018956674,0.085395924,0.04618491,0,0,0.008461619,0.007569816,0.035000925,0.016389298,
DDB_G0269022,52.16079956,41.47666416,74.43955816,26.08730283,21.00210647,21.96266026,62.8694929,30.63953664,64.93369064,56.09682373,30.29501169,35.94689112,
DDB_G0269024,2.371524694,5.836981872,6.428887667,7.179159691,6.691564346,5.125559267,3.205511715,4.138042589,5.824490867,6.731541139,6.816082938,5.417010271,
DDB_G0269026,0.555420567,0.365623515,0.315355613,2.24745962,4.289710822,9.972152955,0.424616685,0.337764611,0.169236498,0.149281558,2.666229848,5.625533766,
DDB_G0269028,0,0,0,0,0,0,0,0,0,0.169763392,0,0,
DDB_G0269030,0,0,0,0.082204939,0,0,0,0.037450802,0,0.042818578,0,0,
DDB_G0269032,3.198823729,9.030446193,11.56910236,8.598318612,7.534759906,9.029116432,4.349359771,8.452672318,10.86532824,13.58606838,9.250805896,11.85781653,
DDB_G0269034,39.22156242,30.98231027,31.11514499,12.45978091,5.533608358,4.295530788,48.48735714,33.8035011,31.20481246,26.35326113,11.06658876,8.159791755,
DDB_G0269036,0,0,0,0,0,0,0,0,0,0,0,0,
DDB_G0269038,1022.209922,604.349403,460.6544794,233.5519887,145.4671207,112.0712844,1246.873724,698.5264755,587.1947074,415.5481595,258.66401,194.1636923,
DDB_G0269040,26.43596607,42.09932696,27.7567965,9.399740574,4.108694759,3.318198891,30.29662821,35.68164323,32.86200019,24.98967147,6.754799377,5.95739818,
DDB_G0269042,0.632592466,0.643570039,0.634341682,0.499445247,0.541904509,0.456947379,0.71836584,0.8145141,0.696089784,0.719798451,0.590467621,0.44959223,
DDB_G0269044,2.025535758,2.710414268,4.709707049,14.34296438,4.518528653,1.900736935,0.621076392,0.192143415,0.481807095,0.459994513,0.787456067,0.65500893,
DDB_G0269046,103.1866634,240.023973,71.19182588,21.71935063,20.23109427,9.573439896,124.8792126,206.1830096,115.4405315,45.90669526,34.09698322,25.12298584,
DDB_G0269048,46.53725911,29.77636332,32.76864683,55.3820237,64.40577667,54.11239957,28.28573321,32.86316676,29.98024516,29.14520449,37.96879149,40.92505855,
DDB_G0269050,37.11375142,13.92077179,26.75956443,27.49335735,16.99749936,16.43699547,122.1862218,114.3484432,151.345596,91.26133028,76.65241026,83.38754407,
DDB_G0269052,3.90582622,6.622115986,11.23777879,8.017455298,11.70303379,10.43129083,3.787326583,6.428472396,9.835406657,10.66350175,9.150386234,9.642932542,
DDB_G0269054,12.52796931,13.00497667,10.65209794,13.43168931,10.38438406,8.007975609,11.89482634,15.12418952,11.46892086,11.81118673,12.04935087,8.329462285,
DDB_G0269056,0.234303431,0.328206087,0.792152571,0.305874741,1.212649684,0.740524415,0.118366713,0,0,0,0,0,
DDB_G0269058,0.382816456,0,0,0,0,0.868691727,0,0,0,0,0,0,
DDB_G0269060,8.259678281,10.83996378,4.060794199,5.755783762,6.658511672,5.988052361,8.907497701,10.13829542,5.955945158,4.848637007,6.86417984,6.901103696,
DDB_G0269062,17.01330503,21.36628409,16.99081766,8.935464044,8.027318393,7.146046879,21.39887606,19.88681089,18.57097478,15.58939446,11.1703164,8.899105503,
DDB_G0269064,0,0.168655578,0,0,0.087264197,0.151429286,0,0,0,0,0.103411818,0.026868297,
DDB_G0269066,0.031901371,0,0.028618906,0,0.019115233,0,0,0,0.039187871,0,0.01622991,0.053481634,
DDB_G0269068,0.014709566,0.078726033,0.053057136,0.124173351,0.059594315,0.296383753,0,0.054569654,0.058376309,0.034965414,0.139630791,0.066819475,
DDB_G0269070,0,0,0,0,0,0,0,0,0,0,0,0,
DDB_G0269072,1.491970254,2.676688498,1.053309902,0.659924949,0.768970289,0.836486133,1.623003679,2.587509267,1.98757932,0.656305631,0.793734133,0.907179062,
DDB_G0269074,2.998333877,4.044497961,1.247364363,1.493248811,1.29780391,1.409733632,3.105352407,5.176154056,2.670536364,1.608718511,1.595033056,1.339918984,
DDB_G0269076,0,0,0,0.057474115,0,0,0,0,0,0,0,0,
DDB_G0269078,0.203027715,0.215260282,0.406606514,50.56393702,104.7853467,173.0878201,0.01327293,0.040879361,0.04138653,2.629991312,47.00751629,44.46130925,
DDB_G0269080,0.097489395,0.353315977,1.206221277,6.509144841,12.7625876,18.57442391,0.015434692,0.395855191,1.140754361,1.757262591,18.26962813,28.64628905,
DDB_G0269082,0.045300075,0.035650942,0,0.102944092,0.101393055,0.234220634,0,0.034428456,0.084613367,0,0.072524405,0.116307921,
DDB_G0269084,0.469484882,0.931467289,0.399318798,0.360323988,0.428811595,0.272979061,0.485041017,1.133226586,0.522424503,0.677574398,0.303344596,0.389479903,
DDB_G0269086,7.258814884,16.07905992,4.372039419,8.179398173,17.20990354,10.50600564,4.773836297,13.9602889,10.09888218,9.218938524,9.313490169,10.77377693,
DDB_G0269088,1.942731749,6.460739482,8.412305345,3.641842646,4.910702578,5.222306607,1.090022781,10.29998096,9.052935096,8.347268457,4.611605384,4.235416711,
DDB_G0269090,0.020976244,0.066132799,0.057026746,0,0.014163854,0.00596397,0.0220367,0.042435399,0.061223559,0.014059252,0.016552589,0.025357666,
DDB_G0269092,0.97336572,2.68349487,4.165610575,214.9921602,145.6088229,198.4534354,1.049415004,3.803830112,2.746103991,24.85336678,175.1532103,192.1770816,
DDB_G0269094,0,0,0,0,0,0,0,0,0,0,0,0,
DDB_G0269096,0.517212655,2.311486197,2.185180952,0.959226257,0.410388369,0.52466693,0.308324433,2.071073155,2.012501618,0.798010002,0.528267231,0.270276505,
DDB_G0269100,338.0979989,2111.133782,2268.457166,1157.673165,1165.868768,1134.137083,179.0863119,1165.053089,2085.05926,2172.012696,1175.736505,1354.950441,
