row_IDs,X,b_0,b_1,b_2,b_3,d_0,d_1,d_2,d_3,AveExpr,F,P.Value,adj.P.Val,Regulation
DDB_G0280927,DDB_G0280927,-0.001061446,-0.018137315,0.043658503,0.058699574,0.00108245,0.018200051,-0.043638028,-0.05871727,0.006544635,58.03708522,2.76E-13,6.55E-11,Downregulated
DDB_G0292912,DDB_G0292912,9.98E-05,-0.003622756,0.005430625,0.007409249,0.000144882,0.003533129,-0.005755725,-0.007436204,0.00169516,57.94661638,2.81E-13,6.56E-11,Downregulated
DDB_G0293082,DDB_G0293082,0.000234655,0.001796258,0.007243608,0.012472389,-0.000196857,-0.001641804,-0.007046502,-0.012333181,0.000126081,57.77286822,2.92E-13,6.69E-11,Downregulated
DDB_G0286663,DDB_G0286663,2.87E-06,-7.87E-05,0.000348036,0.00045532,1.84E-06,7.31E-05,-0.000304368,-0.000434553,0.00089951,57.67921622,2.98E-13,6.70E-11,Downregulated
DDB_G0286413,DDB_G0286413,1.83E-05,0.000361381,0.000256926,0.000361122,-1.15E-05,-0.000339769,-0.00022256,-0.000345524,0.00099459,57.11613754,3.37E-13,7.45E-11,Downregulated
DDB_G0268434,DDB_G0268434,1.93E-06,0.001271863,0.004598221,0.006284808,1.98E-05,-0.00112231,-0.004467862,-0.006272896,0.001337168,56.63912986,3.74E-13,8.14E-11,Downregulated
DDB_G0284683,DDB_G0284683,0.000717778,0.002620437,0.002938751,0.006251008,-0.000199059,-0.002259123,-0.003290362,-0.005593762,0.000472193,56.45372051,3.90E-13,8.34E-11,Downregulated
DDB_G0270662,DDB_G0270662,-6.68E-05,-0.001302735,0.003094489,0.004163571,7.89E-05,0.001311566,-0.003093225,-0.004157019,7.38E-05,56.29981314,4.04E-13,8.49E-11,Downregulated
DDB_G0280019,DDB_G0280019,-0.000363099,-0.003979405,0.019567033,0.026245723,0.000420327,0.004179367,-0.019476156,-0.026153979,0.012963966,56.11917143,4.20E-13,8.62E-11,Downregulated
DDB_G0269132,DDB_G0269132,0.001865008,0.034632345,0.050509265,0.086182457,-0.001828656,-0.03449475,-0.050343377,-0.086085789,0.003308769,56.09010594,4.23E-13,8.62E-11,Downregulated
DDB_G0278421,DDB_G0278421,-4.79E-05,-0.000858722,0.001455149,0.001751479,6.22E-05,0.000895482,-0.001451219,-0.00173376,0.000202767,55.66829701,4.65E-13,9.32E-11,Downregulated
DDB_G0283935,DDB_G0283935,0.000144442,0.000328231,0.002668401,0.003397181,2.12E-06,-0.000255828,-0.00226125,-0.003360979,0.000313882,54.9269177,5.50E-13,1.09E-10,Downregulated
DDB_G0281895,DDB_G0281895,-1.21E-05,-0.000194514,0.001705068,0.002380518,2.44E-05,0.000221745,-0.001693985,-0.002370497,0.00074393,54.47424781,6.10E-13,1.18E-10,Downregulated
DDB_G0293286,DDB_G0293286,0.001733911,0.020003186,0.047838723,0.082195514,-0.001524946,-0.018443384,-0.046745109,-0.081599858,0.011784156,54.43008526,6.16E-13,1.18E-10,Downregulated
DDB_G0269730,DDB_G0269730,-6.20E-05,-0.001118688,0.001735385,0.002099689,7.39E-05,0.001129343,-0.001711542,-0.002103447,0.000232143,54.23258066,6.45E-13,1.22E-10,Downregulated
DDB_G0288331,DDB_G0288331,-0.00042926,-0.0057446,0.014886101,0.017886459,0.000493473,0.006137654,-0.014160363,-0.017650875,0.002383458,53.61662169,7.44E-13,1.37E-10,Downregulated
DDB_G0269116,DDB_G0269116,0.0007032,0.053573209,0.026697916,0.030365531,-0.001868382,-0.046908687,-0.016247467,-0.033167466,0.01045468,53.59305416,7.48E-13,1.37E-10,Downregulated
DDB_G0273419,DDB_G0273419,-5.76E-05,-0.001055351,0.001815055,0.002257884,6.93E-05,0.001064083,-0.001795853,-0.002249811,0.00413752,53.01280666,8.56E-13,1.53E-10,Downregulated
DDB_G0279643,DDB_G0279643,0.001156067,-0.000212179,0.012873338,0.015164216,0.000457352,3.90E-05,-0.010764402,-0.014648583,0.00025509,53.01494699,8.56E-13,1.53E-10,Downregulated
DDB_G0272718,DDB_G0272718,0.058252284,0.024577314,-0.02777951,-0.02879835,0.014433304,0.164515639,0.082515318,0.124657381,0.084764755,52.6612101,9.30E-13,1.63E-10,Upregulated
